id_caja,id_producto,peso,descripcion
3,442,1.9,Fragil
1,1983,1.6,Fragil
1,304,4.6,Sin descripcion
1,2294,8.5,Sin descripcion
1,3303,8.2,Fragil
1,768,3.4,Fragil
2,1902,7.0,Fragil
4,2185,2.2,Sin descripcion
4,1590,8.9,Fragil
1,2064,4.1,Sin descripcion
3,674,4.0,Fragil
2,2870,6.4,Sin descripcion
1,1316,4.4,Fragil
1,50,6.3,Sin descripcion
2,2378,3.7,Fragil
4,506,3.3,Fragil
2,3065,4.7,Sin descripcion
4,2174,9.1,Sin descripcion
3,178,6.7,Fragil
1,2533,3.7,Sin descripcion
1,504,4.6,Fragil
3,837,4.3,Sin descripcion
1,1213,8.1,Sin descripcion
1,3263,4.6,Sin descripcion
1,3127,8.4,Fragil
3,492,1.7,Fragil
1,99,2.9,Sin descripcion
1,268,1.2,Sin descripcion
2,1205,10.0,Fragil
3,596,8.2,Sin descripcion
3,369,8.5,Sin descripcion
3,1759,2.6,Fragil
2,1681,5.8,Fragil
1,135,3.8,Sin descripcion
4,301,1.6,Fragil
1,3381,2.6,Sin descripcion
1,778,7.1,Fragil
2,581,2.1,Sin descripcion
1,2440,10.1,Fragil
2,1841,1.3,Fragil
2,2400,7.1,Sin descripcion
1,1770,5.4,Sin descripcion
3,1184,2.9,Sin descripcion
4,411,3.8,Sin descripcion
4,3449,1.1,Sin descripcion
2,140,1.3,Sin descripcion
2,1250,1.3,Fragil
1,2269,7.0,Sin descripcion
1,2503,8.8,Fragil
4,834,6.4,Fragil
2,2280,3.0,Sin descripcion
1,2626,6.2,Sin descripcion
1,1247,5.3,Fragil
4,2591,2.1,Sin descripcion
1,1853,1.5,Sin descripcion
2,262,6.4,Sin descripcion
2,3032,2.8,Fragil
1,2536,1.8,Fragil
1,509,4.3,Sin descripcion
4,2376,10.4,Fragil
1,849,5.3,Sin descripcion
4,2809,4.9,Sin descripcion
1,1511,10.5,Fragil
1,1401,7.5,Sin descripcion
2,972,5.8,Fragil
4,2586,4.5,Fragil
3,1512,1.8,Fragil
1,3588,3.3,Sin descripcion
2,2446,5.8,Sin descripcion
1,931,8.7,Fragil
3,2469,1.0,Sin descripcion
4,353,8.5,Sin descripcion
4,3160,6.4,Fragil
1,3571,7.0,Sin descripcion
2,962,4.8,Fragil
2,2597,4.5,Fragil
1,2127,1.2,Sin descripcion
1,186,6.0,Fragil
2,2588,5.5,Sin descripcion
1,3001,3.0,Sin descripcion
2,1894,10.1,Fragil
3,485,5.8,Sin descripcion
3,2090,5.7,Fragil
1,352,6.9,Fragil
1,2265,7.6,Sin descripcion
1,3011,6.7,Sin descripcion
1,3536,4.2,Sin descripcion
1,2715,4.3,Fragil
3,2002,2.4,Fragil
1,22,5.0,Sin descripcion
1,3585,2.6,Sin descripcion
2,864,4.6,Fragil
4,1041,7.1,Sin descripcion
1,1852,5.9,Sin descripcion
2,2499,6.2,Fragil
2,2296,5.5,Fragil
3,40,1.0,Sin descripcion
3,3251,4.7,Fragil
1,525,5.5,Sin descripcion
3,3397,2.3,Sin descripcion
4,1198,10.4,Sin descripcion
1,625,1.1,Sin descripcion
1,3409,7.9,Fragil
2,1417,1.7,Sin descripcion
3,1552,4.8,Sin descripcion
4,3391,3.3,Fragil
1,554,1.9,Fragil
1,2055,3.3,Fragil
1,2673,2.5,Sin descripcion
3,504,9.5,Sin descripcion
1,2426,7.3,Fragil
1,2815,3.1,Fragil
3,3533,9.1,Fragil
2,1563,6.2,Fragil
3,1870,10.6,Sin descripcion
2,2406,8.1,Sin descripcion
3,3029,9.9,Fragil
4,1813,6.1,Sin descripcion
2,1088,3.0,Fragil
1,2045,1.4,Sin descripcion
2,69,1.9,Sin descripcion
1,690,3.0,Fragil
1,1794,8.8,Sin descripcion
2,2391,4.5,Sin descripcion
3,1406,2.5,Fragil
2,2658,4.4,Sin descripcion
4,2581,1.7,Sin descripcion
3,100,6.8,Fragil
2,1839,4.2,Sin descripcion
3,3395,10.9,Sin descripcion
1,480,1.1,Fragil
3,817,9.0,Sin descripcion
1,382,3.2,Sin descripcion
1,1842,2.5,Sin descripcion
1,2587,6.6,Fragil
1,1722,2.5,Fragil
1,1575,2.1,Sin descripcion
1,207,6.4,Sin descripcion
1,336,4.0,Sin descripcion
3,2014,9.3,Fragil
1,647,9.0,Fragil
4,3658,5.9,Sin descripcion
3,2067,3.9,Fragil
1,2020,4.6,Sin descripcion
2,3634,3.6,Sin descripcion
3,2610,6.9,Fragil
1,3355,4.0,Fragil
1,1092,10.6,Sin descripcion
1,3704,9.7,Fragil
2,1257,8.7,Fragil
3,2957,5.0,Fragil
3,2913,5.0,Sin descripcion
2,1714,7.2,Sin descripcion
1,928,9.2,Sin descripcion
3,3380,7.2,Fragil
1,1270,8.9,Sin descripcion
1,1896,10.4,Sin descripcion
1,1931,4.3,Fragil
1,1001,5.7,Sin descripcion
1,2731,4.9,Fragil
1,2457,5.5,Fragil
1,1868,4.7,Sin descripcion
2,3168,8.3,Sin descripcion
3,3079,10.6,Sin descripcion
1,1534,10.9,Fragil
1,3696,4.6,Fragil
1,402,8.8,Fragil
1,485,7.7,Fragil
1,1995,3.6,Sin descripcion
1,2582,9.4,Sin descripcion
1,275,9.9,Fragil
1,913,7.0,Sin descripcion
1,1597,5.9,Sin descripcion
2,2948,8.6,Fragil
1,1890,5.4,Sin descripcion
2,3033,4.8,Fragil
2,3128,5.7,Sin descripcion
3,2289,6.3,Fragil
1,1891,1.7,Fragil
3,12,7.5,Fragil
4,3631,9.5,Sin descripcion
2,3683,4.3,Sin descripcion
4,2963,5.3,Fragil
1,3618,8.7,Fragil
4,1956,1.6,Sin descripcion
4,1768,6.3,Fragil
2,2376,3.5,Sin descripcion
1,1687,5.6,Fragil
2,1527,2.2,Sin descripcion
1,2046,3.0,Fragil
1,1487,3.3,Sin descripcion
4,3249,9.8,Sin descripcion
3,80,6.0,Fragil
1,1558,7.5,Fragil
2,1114,2.8,Sin descripcion
3,3311,2.1,Sin descripcion
4,1027,8.3,Fragil
4,731,6.4,Fragil
1,2980,1.0,Fragil
1,1191,7.8,Fragil
4,685,6.3,Fragil
1,2069,7.9,Sin descripcion
4,2069,8.9,Sin descripcion
2,1618,10.7,Fragil
4,1861,9.8,Sin descripcion
4,3117,3.8,Sin descripcion
2,2556,1.0,Sin descripcion
3,2047,7.2,Fragil
2,2097,7.5,Sin descripcion
3,2196,6.4,Sin descripcion
1,832,9.4,Sin descripcion
3,738,10.6,Sin descripcion
1,2706,3.5,Sin descripcion
1,1741,9.3,Fragil
2,3494,5.2,Fragil
3,3562,3.4,Sin descripcion
1,1533,9.3,Sin descripcion
3,505,1.3,Fragil
2,1434,3.6,Fragil
1,3251,5.3,Sin descripcion
3,1387,5.8,Fragil
1,604,3.3,Fragil
1,3471,6.8,Sin descripcion
2,2815,4.1,Fragil
4,1687,8.8,Sin descripcion
3,1837,8.1,Sin descripcion
1,3547,7.6,Sin descripcion
1,3002,6.8,Sin descripcion
1,1203,10.7,Fragil
1,2720,9.7,Sin descripcion
1,1837,10.3,Sin descripcion
2,1669,5.5,Fragil
2,2045,7.0,Sin descripcion
3,3181,7.1,Fragil
4,1342,3.4,Sin descripcion
1,772,7.6,Fragil
4,198,4.8,Fragil
1,2989,1.9,Sin descripcion
4,2567,10.4,Fragil
2,826,10.0,Fragil
2,2358,1.5,Sin descripcion
1,435,8.6,Sin descripcion
2,1530,1.3,Fragil
4,389,5.7,Sin descripcion
2,124,4.9,Fragil
1,770,7.9,Sin descripcion
2,2385,5.7,Sin descripcion
2,3326,5.5,Sin descripcion
1,1792,8.3,Sin descripcion
2,1331,5.9,Fragil
3,2506,3.9,Sin descripcion
3,2812,7.2,Sin descripcion
2,2341,7.0,Fragil
3,186,5.9,Sin descripcion
1,232,10.7,Fragil
4,1005,8.9,Fragil
2,1057,2.8,Fragil
1,1361,5.2,Sin descripcion
4,2620,8.6,Sin descripcion
1,2547,1.8,Sin descripcion
1,598,2.9,Sin descripcion
1,2686,7.8,Fragil
3,1431,6.2,Sin descripcion
2,2758,7.0,Fragil
4,585,1.3,Sin descripcion
1,472,6.3,Sin descripcion
1,1058,4.7,Sin descripcion
2,3611,3.0,Sin descripcion
1,3639,10.9,Fragil
1,2146,1.2,Fragil
3,2086,10.1,Sin descripcion
2,808,3.9,Sin descripcion
2,2764,1.8,Sin descripcion
2,2949,5.6,Fragil
1,2248,5.2,Fragil
4,384,10.4,Fragil
2,1852,8.7,Fragil
2,898,7.2,Fragil
2,522,9.8,Fragil
4,154,10.7,Sin descripcion
2,3643,6.6,Sin descripcion
3,1485,10.9,Fragil
2,488,6.2,Sin descripcion
1,1997,10.3,Sin descripcion
2,2199,1.2,Fragil
2,955,8.4,Fragil
1,1999,6.3,Fragil
1,745,2.8,Sin descripcion
3,3329,6.9,Fragil
3,831,6.5,Fragil
3,1271,8.7,Fragil
3,2750,6.1,Fragil
2,236,9.9,Sin descripcion
1,428,1.2,Sin descripcion
3,2137,10.0,Sin descripcion
2,172,4.6,Sin descripcion
3,870,2.5,Fragil
1,3197,9.6,Fragil
1,2665,1.5,Fragil
1,1510,8.9,Fragil
1,408,10.7,Fragil
2,3169,7.6,Sin descripcion
3,2579,10.8,Fragil
3,1335,8.4,Sin descripcion
4,1297,8.2,Sin descripcion
4,2815,10.4,Fragil
1,1649,3.3,Sin descripcion
1,363,8.7,Fragil
3,210,4.8,Sin descripcion
3,1779,1.5,Sin descripcion
1,2727,5.7,Sin descripcion
1,246,2.0,Fragil
2,3579,9.5,Sin descripcion
1,2594,4.6,Fragil
1,1512,6.6,Sin descripcion
4,479,9.4,Sin descripcion
1,3150,8.3,Fragil
2,2342,3.7,Sin descripcion
4,2971,4.9,Fragil
2,2034,4.8,Fragil
4,1583,6.7,Sin descripcion
2,1191,3.8,Sin descripcion
1,718,7.7,Fragil
3,2116,1.4,Fragil
1,2255,7.8,Fragil
2,1497,8.6,Sin descripcion
1,1483,1.3,Sin descripcion
1,2377,2.3,Sin descripcion
1,2108,4.6,Fragil
2,3508,8.9,Sin descripcion
2,333,8.4,Sin descripcion
1,248,8.5,Fragil
1,2571,10.8,Sin descripcion
3,1990,9.4,Sin descripcion
2,1225,1.0,Sin descripcion
3,1329,3.3,Fragil
1,2829,2.8,Sin descripcion
1,1815,10.7,Fragil
1,508,8.6,Sin descripcion
1,3257,7.1,Sin descripcion
1,2507,10.1,Fragil
3,361,3.0,Sin descripcion
1,1399,2.4,Sin descripcion
2,2078,4.8,Fragil
1,114,9.2,Fragil
1,300,9.0,Sin descripcion
2,1066,2.2,Fragil
3,1452,8.5,Fragil
1,1643,3.8,Sin descripcion
2,3606,10.4,Sin descripcion
3,3683,8.6,Sin descripcion
2,3261,9.6,Sin descripcion
3,1175,6.6,Fragil
4,2418,2.6,Fragil
2,3258,2.4,Fragil
2,2210,7.6,Fragil
3,3619,1.0,Fragil
2,1124,2.4,Sin descripcion
3,3566,8.8,Sin descripcion
1,3607,10.9,Fragil
1,1018,8.8,Fragil
2,1814,6.4,Fragil
2,2269,7.6,Sin descripcion
2,1467,9.2,Fragil
3,14,1.1,Fragil
2,1922,7.1,Sin descripcion
1,2164,6.1,Sin descripcion
3,1600,8.4,Sin descripcion
2,1650,9.2,Fragil
1,1228,6.6,Fragil
2,1950,3.4,Fragil
1,3173,2.1,Sin descripcion
3,2924,2.2,Fragil
1,1123,8.8,Fragil
1,2904,2.5,Sin descripcion
2,665,3.9,Fragil
1,3615,1.1,Fragil
4,1908,10.0,Fragil
2,2904,5.3,Fragil
3,3375,10.1,Fragil
3,503,6.8,Sin descripcion
1,2096,8.0,Sin descripcion
1,446,7.4,Sin descripcion
1,1059,5.4,Fragil
2,733,6.5,Fragil
4,3290,1.4,Fragil
1,3004,5.9,Fragil
2,1723,8.4,Sin descripcion
3,1082,6.7,Sin descripcion
2,1906,1.1,Fragil
1,924,2.8,Sin descripcion
1,3327,6.1,Fragil
1,2981,8.0,Sin descripcion
4,2444,3.4,Fragil
3,2905,2.6,Sin descripcion
2,1891,3.0,Sin descripcion
2,3260,4.8,Sin descripcion
1,2246,1.1,Fragil
4,959,4.3,Sin descripcion
1,1101,8.6,Sin descripcion
1,3273,4.6,Sin descripcion
3,2280,10.4,Fragil
1,1956,6.9,Fragil
1,1631,6.3,Fragil
3,322,7.3,Sin descripcion
1,648,1.0,Fragil
1,2411,10.3,Fragil
2,960,7.9,Sin descripcion
2,2454,6.2,Sin descripcion
2,2693,3.2,Sin descripcion
3,625,10.5,Fragil
2,75,3.3,Sin descripcion
1,1943,4.8,Sin descripcion
3,3591,3.5,Fragil
2,574,7.2,Fragil
1,2523,8.4,Fragil
2,1742,10.7,Fragil
3,679,2.8,Sin descripcion
4,1452,5.1,Sin descripcion
3,2462,7.5,Fragil
1,2498,1.1,Fragil
1,3148,1.1,Sin descripcion
3,918,5.3,Fragil
3,523,1.8,Sin descripcion
1,3637,2.2,Sin descripcion
3,1632,5.9,Sin descripcion
1,2325,2.1,Sin descripcion
1,12,3.1,Fragil
3,896,1.7,Fragil
4,1032,8.0,Fragil
3,2446,10.0,Sin descripcion
4,2718,2.7,Sin descripcion
1,2948,5.7,Sin descripcion
2,1552,9.8,Fragil
3,92,7.9,Fragil
1,1958,2.4,Sin descripcion
1,152,7.3,Sin descripcion
4,113,7.6,Sin descripcion
1,1576,7.8,Fragil
4,1298,1.9,Fragil
1,1029,10.6,Fragil
3,1690,8.9,Fragil
1,697,9.1,Sin descripcion
1,2285,5.4,Fragil
2,1019,1.7,Fragil
2,410,9.9,Fragil
2,2657,10.5,Fragil
3,1718,1.1,Sin descripcion
2,1490,5.1,Fragil
1,1440,5.7,Sin descripcion
2,258,5.1,Sin descripcion
1,413,5.0,Sin descripcion
3,2391,7.8,Fragil
1,3043,4.7,Sin descripcion
2,2812,3.0,Sin descripcion
1,3114,8.9,Fragil
2,3623,1.4,Sin descripcion
2,2216,5.4,Fragil
1,345,3.3,Sin descripcion
1,1789,10.3,Sin descripcion
2,2900,2.1,Sin descripcion
1,2410,4.2,Sin descripcion
1,826,6.7,Sin descripcion
1,955,2.9,Fragil
1,2558,1.9,Fragil
3,1687,5.9,Sin descripcion
3,2107,3.3,Fragil
1,110,9.2,Sin descripcion
2,2387,8.0,Fragil
2,3546,1.3,Fragil
3,121,8.4,Fragil
3,3324,1.6,Sin descripcion
2,614,3.6,Fragil
3,1789,2.0,Fragil
1,2698,10.7,Fragil
2,2372,7.6,Fragil
1,747,3.3,Fragil
4,3094,9.2,Fragil
1,2789,1.7,Fragil
2,1348,8.5,Fragil
4,2129,5.4,Sin descripcion
4,765,7.1,Sin descripcion
2,1023,6.0,Sin descripcion
1,1744,1.9,Fragil
2,490,8.6,Fragil
4,645,4.9,Sin descripcion
3,2681,1.5,Fragil
1,1901,2.4,Fragil
1,2602,1.9,Sin descripcion
1,1930,4.4,Sin descripcion
2,402,1.6,Fragil
3,1841,9.9,Sin descripcion
1,1622,5.5,Fragil
3,1932,7.4,Sin descripcion
3,2520,9.5,Fragil
2,2299,8.8,Fragil
1,2333,3.2,Fragil
2,3471,1.4,Sin descripcion
2,1164,4.2,Sin descripcion
1,1039,10.1,Sin descripcion
4,1217,5.8,Sin descripcion
1,3556,1.8,Fragil
2,2675,5.7,Sin descripcion
2,3218,8.3,Sin descripcion
1,1962,8.8,Sin descripcion
3,469,10.2,Fragil
2,2809,5.4,Fragil
3,1977,4.6,Fragil
2,2982,2.6,Sin descripcion
1,1984,4.9,Fragil
3,3398,10.6,Sin descripcion
1,1238,6.7,Fragil
4,2172,3.4,Fragil
2,392,3.7,Sin descripcion
3,2493,3.4,Fragil
3,2542,6.5,Fragil
3,961,9.2,Sin descripcion
2,2607,8.1,Fragil
3,1906,7.7,Fragil
4,61,3.3,Sin descripcion
3,2085,7.5,Fragil
1,3367,1.4,Sin descripcion
2,1025,5.6,Sin descripcion
1,977,8.1,Sin descripcion
2,1851,9.8,Sin descripcion
2,2396,10.2,Fragil
1,3716,2.9,Sin descripcion
3,2390,9.4,Fragil
3,2298,1.3,Sin descripcion
1,2203,2.7,Sin descripcion
1,1294,3.2,Sin descripcion
1,461,10.1,Fragil
3,2657,9.3,Fragil
1,2196,2.3,Sin descripcion
3,864,1.2,Sin descripcion
2,2254,2.6,Fragil
2,2803,2.2,Sin descripcion
1,417,7.8,Sin descripcion
1,1776,9.0,Sin descripcion
2,2039,9.2,Fragil
2,1161,3.0,Sin descripcion
2,1824,5.1,Sin descripcion
1,1370,6.8,Fragil
3,3287,5.0,Sin descripcion
2,903,10.6,Sin descripcion
1,2376,2.1,Fragil
2,1550,9.3,Fragil
1,469,1.7,Sin descripcion
1,429,7.9,Fragil
2,2263,5.3,Sin descripcion
2,448,8.0,Sin descripcion
1,1453,7.0,Fragil
2,40,8.9,Sin descripcion
3,3649,9.0,Fragil
2,3351,1.4,Sin descripcion
2,3126,5.1,Sin descripcion
1,3713,2.6,Fragil
4,3496,3.1,Sin descripcion
2,2415,1.9,Fragil
3,1669,8.9,Sin descripcion
3,2866,10.2,Fragil
1,1670,4.2,Sin descripcion
2,1174,10.6,Sin descripcion
4,485,4.9,Sin descripcion
2,1842,2.7,Fragil
1,3579,7.0,Sin descripcion
4,1675,5.4,Fragil
3,2546,4.3,Sin descripcion
3,1057,3.0,Sin descripcion
2,3490,7.8,Sin descripcion
1,2586,3.5,Fragil
3,2236,10.3,Fragil
3,2492,3.7,Sin descripcion
4,817,5.0,Fragil
2,2200,7.0,Sin descripcion
1,18,8.1,Fragil
1,2446,1.2,Sin descripcion
4,2343,10.5,Sin descripcion
2,44,5.3,Fragil
1,1242,8.1,Sin descripcion
3,2912,2.4,Fragil
1,1182,1.7,Fragil
1,2930,1.5,Fragil
4,3341,4.0,Sin descripcion
1,198,2.4,Fragil
1,787,3.7,Fragil
3,2575,5.3,Fragil
1,719,3.4,Sin descripcion
3,89,2.7,Sin descripcion
2,1667,9.0,Fragil
2,2558,4.3,Fragil
4,3598,3.4,Fragil
2,978,10.7,Sin descripcion
2,1886,3.1,Fragil
3,1127,1.1,Fragil
1,1394,5.6,Fragil
2,3428,2.5,Fragil
2,1115,1.8,Sin descripcion
2,1339,6.3,Fragil
1,3378,7.7,Fragil
1,1041,2.0,Sin descripcion
2,2324,6.1,Fragil
1,3351,2.1,Sin descripcion
2,720,4.3,Fragil
2,510,4.6,Fragil
2,810,2.1,Fragil
2,2853,2.8,Sin descripcion
2,598,8.3,Fragil
3,3098,4.9,Sin descripcion
2,136,5.5,Sin descripcion
3,1385,6.1,Sin descripcion
1,1423,9.4,Sin descripcion
1,863,10.5,Sin descripcion
2,2526,7.1,Sin descripcion
1,3649,3.2,Fragil
1,555,8.8,Fragil
3,3218,6.2,Fragil
1,3089,5.2,Fragil
2,559,4.4,Fragil
4,948,2.1,Sin descripcion
1,1977,1.4,Fragil
4,2308,8.5,Sin descripcion
1,843,2.5,Sin descripcion
1,2058,6.2,Fragil
1,296,6.6,Fragil
1,1525,6.9,Sin descripcion
4,2764,5.5,Fragil
1,1185,8.7,Sin descripcion
1,262,9.9,Sin descripcion
3,3158,6.6,Fragil
2,3619,7.1,Fragil
2,2560,6.1,Fragil
1,3491,1.2,Sin descripcion
2,749,3.0,Sin descripcion
1,767,3.5,Fragil
2,1588,8.4,Sin descripcion
2,1908,6.9,Fragil
3,1890,2.4,Fragil
2,1492,3.8,Sin descripcion
4,1498,5.0,Fragil
1,730,2.4,Fragil
2,1641,6.1,Fragil
2,3357,2.8,Sin descripcion
4,190,1.9,Fragil
1,1762,9.3,Sin descripcion
1,2670,3.1,Sin descripcion
2,400,4.7,Sin descripcion
3,76,5.0,Fragil
2,1302,4.7,Sin descripcion
1,1346,10.2,Fragil
2,1854,9.1,Fragil
2,1920,8.5,Sin descripcion
2,1744,3.7,Fragil
1,1497,1.1,Fragil
3,1480,10.5,Sin descripcion
3,560,6.3,Sin descripcion
2,3342,2.0,Sin descripcion
1,997,2.3,Sin descripcion
1,3328,4.9,Sin descripcion
1,752,4.9,Fragil
2,1533,5.8,Fragil
1,2278,8.2,Sin descripcion
1,749,4.2,Fragil
2,3117,4.3,Fragil
1,1339,5.2,Fragil
2,3161,7.0,Fragil
2,311,5.4,Fragil
3,2339,4.9,Sin descripcion
4,1487,1.1,Fragil
3,2982,7.3,Fragil
4,3389,2.2,Fragil
2,3614,10.0,Sin descripcion
1,2347,1.1,Fragil
1,1226,4.3,Fragil
1,784,6.6,Fragil
1,808,1.9,Sin descripcion
2,2367,7.7,Fragil
3,3236,1.9,Sin descripcion
2,97,10.7,Fragil
3,1861,10.0,Sin descripcion
2,3061,7.2,Fragil
2,1778,9.2,Sin descripcion
1,3447,1.9,Sin descripcion
1,2360,10.1,Sin descripcion
2,1387,10.9,Sin descripcion
1,2238,6.4,Sin descripcion
2,2599,6.2,Fragil
2,11,6.1,Sin descripcion
1,1811,10.0,Fragil
1,2323,2.1,Fragil
4,2993,3.2,Sin descripcion
2,2528,8.9,Sin descripcion
1,351,7.5,Sin descripcion
1,2184,9.5,Sin descripcion
3,3126,8.9,Sin descripcion
1,143,7.0,Sin descripcion
4,12,6.6,Fragil
2,179,8.9,Fragil
4,738,1.8,Fragil
2,565,4.1,Fragil
2,431,10.3,Sin descripcion
2,805,8.6,Sin descripcion
2,257,7.1,Sin descripcion
3,2097,10.9,Sin descripcion
4,2788,4.8,Sin descripcion
4,490,2.5,Fragil
3,1264,4.5,Sin descripcion
1,2616,2.9,Fragil
2,23,5.3,Sin descripcion
4,1187,10.4,Fragil
4,322,6.9,Sin descripcion
2,2784,7.2,Sin descripcion
4,3504,8.2,Sin descripcion
2,3569,7.9,Fragil
1,3340,5.4,Sin descripcion
3,3575,6.4,Sin descripcion
1,2369,4.9,Fragil
2,42,7.6,Fragil
1,2443,4.8,Sin descripcion
3,530,6.4,Fragil
3,2627,7.2,Sin descripcion
3,2170,6.9,Fragil
3,2570,2.3,Sin descripcion
2,3568,3.2,Sin descripcion
2,1631,5.4,Sin descripcion
1,3437,3.1,Fragil
3,1031,8.1,Fragil
2,3691,7.4,Sin descripcion
3,701,9.0,Fragil
2,2598,6.9,Fragil
2,1931,7.0,Sin descripcion
1,3592,1.7,Sin descripcion
3,647,9.3,Fragil
1,2660,4.2,Fragil
1,3557,4.0,Sin descripcion
3,911,3.1,Sin descripcion
2,2984,2.1,Sin descripcion
3,1527,5.4,Fragil
1,1037,9.7,Fragil
4,1021,10.3,Fragil
3,1827,6.5,Fragil
1,2074,10.0,Sin descripcion
2,117,2.7,Sin descripcion
1,2933,3.9,Fragil
2,3436,2.6,Sin descripcion
1,2748,7.0,Fragil
3,2004,7.7,Sin descripcion
3,3254,4.0,Fragil
2,2928,9.2,Sin descripcion
3,3198,3.8,Fragil
3,1187,2.0,Sin descripcion
3,1617,3.2,Sin descripcion
2,376,5.4,Sin descripcion
3,845,6.9,Sin descripcion
1,3464,5.0,Fragil
1,1044,9.6,Sin descripcion
1,3,3.1,Sin descripcion
1,1876,10.9,Sin descripcion
3,938,4.5,Sin descripcion
3,3447,2.2,Sin descripcion
1,2963,6.0,Sin descripcion
2,2114,1.9,Sin descripcion
2,2348,5.1,Fragil
2,867,2.9,Fragil
2,1094,2.0,Fragil
2,2918,6.8,Fragil
3,2962,10.6,Fragil
2,1943,4.3,Fragil
3,3223,8.3,Fragil
3,690,2.7,Fragil
3,1900,5.3,Sin descripcion
2,1923,6.9,Fragil
3,2572,2.3,Sin descripcion
2,2119,7.2,Fragil
3,131,7.1,Fragil
1,291,2.2,Fragil
2,1635,4.5,Sin descripcion
1,1198,9.4,Sin descripcion
1,2823,4.9,Fragil
3,3643,4.3,Sin descripcion
3,75,6.5,Sin descripcion
3,778,6.4,Fragil
2,2289,10.6,Fragil
2,2041,10.4,Sin descripcion
1,1088,7.2,Fragil
1,3309,8.6,Sin descripcion
1,1518,7.5,Fragil
4,3620,4.9,Sin descripcion
1,3402,2.5,Sin descripcion
3,336,3.7,Sin descripcion
3,2509,8.1,Fragil
1,279,9.4,Sin descripcion
1,2359,8.8,Fragil
1,3085,4.6,Sin descripcion
3,1157,9.5,Fragil
3,557,2.0,Fragil
1,2764,4.5,Fragil
3,771,4.2,Fragil
2,1219,8.6,Fragil
3,1069,5.3,Sin descripcion
2,224,9.2,Sin descripcion
1,1420,7.3,Fragil
1,2385,6.0,Sin descripcion
2,2255,10.6,Fragil
1,2928,4.4,Sin descripcion
2,1739,2.1,Sin descripcion
1,1341,3.0,Fragil
2,2429,8.3,Sin descripcion
1,1952,3.2,Sin descripcion
1,2854,2.3,Sin descripcion
3,341,9.5,Sin descripcion
1,313,8.8,Sin descripcion
1,486,9.7,Sin descripcion
2,2719,8.0,Fragil
4,2607,8.1,Sin descripcion
2,3523,7.9,Sin descripcion
1,652,6.0,Fragil
4,3238,6.7,Sin descripcion
4,2189,2.5,Sin descripcion
2,2699,5.6,Fragil
2,691,4.0,Fragil
3,1636,9.6,Fragil
1,613,6.3,Fragil
1,310,10.9,Fragil
1,2911,9.0,Fragil
1,1747,4.3,Fragil
3,2963,1.2,Sin descripcion
2,790,4.1,Sin descripcion
2,2669,1.2,Sin descripcion
1,2053,8.2,Sin descripcion
3,257,10.4,Sin descripcion
2,2122,6.2,Fragil
1,3619,3.8,Sin descripcion
1,1600,1.1,Sin descripcion
1,596,6.3,Fragil
1,3499,3.8,Fragil
3,1115,4.4,Fragil
1,860,5.1,Sin descripcion
3,1899,2.8,Sin descripcion
4,496,10.7,Fragil
2,1263,9.0,Sin descripcion
3,1567,4.9,Fragil
3,2490,4.6,Fragil
1,149,10.2,Fragil
3,1823,1.9,Sin descripcion
4,1387,8.2,Sin descripcion
3,3055,5.1,Fragil
3,2217,6.7,Fragil
3,2809,9.2,Sin descripcion
2,2582,9.0,Sin descripcion
1,906,8.4,Fragil
2,1037,4.8,Fragil
1,1810,7.5,Fragil
1,3154,4.3,Fragil
3,2095,10.8,Sin descripcion
2,1558,5.7,Sin descripcion
1,3626,4.0,Fragil
2,3102,5.7,Fragil
2,1626,4.7,Sin descripcion
1,1250,8.7,Sin descripcion
1,1327,1.7,Sin descripcion
4,1082,5.8,Sin descripcion
2,2760,7.3,Sin descripcion
2,2687,5.3,Sin descripcion
2,3157,1.2,Sin descripcion
1,2761,10.6,Fragil
2,484,4.8,Sin descripcion
2,888,6.0,Fragil
2,487,5.9,Fragil
1,1357,1.4,Fragil
2,1266,4.8,Fragil
1,123,2.6,Fragil
3,1354,8.7,Fragil
2,321,10.8,Fragil
2,1493,4.0,Sin descripcion
1,434,6.7,Fragil
1,1338,9.1,Fragil
3,329,2.6,Fragil
1,876,8.1,Fragil
1,14,7.9,Sin descripcion
2,506,4.1,Sin descripcion
2,548,6.8,Fragil
3,1459,8.7,Fragil
1,2739,7.6,Sin descripcion
1,2912,6.1,Fragil
1,1851,2.7,Fragil
4,715,8.3,Sin descripcion
1,141,7.8,Sin descripcion
3,2475,2.8,Sin descripcion
1,2778,1.7,Fragil
3,2800,9.8,Fragil
2,3327,8.8,Sin descripcion
3,1542,8.0,Sin descripcion
1,70,10.9,Sin descripcion
2,1956,7.4,Sin descripcion
1,2177,10.3,Sin descripcion
2,2828,5.7,Fragil
3,2158,9.9,Sin descripcion
1,3112,3.8,Sin descripcion
2,1439,1.5,Fragil
3,2184,5.2,Fragil
3,1871,1.5,Sin descripcion
1,3537,6.5,Fragil
1,1530,2.6,Fragil
2,901,1.0,Sin descripcion
2,474,6.0,Fragil
1,2680,9.9,Sin descripcion
1,3415,6.5,Fragil
3,2386,1.6,Sin descripcion
1,1761,8.1,Sin descripcion
2,1495,3.5,Fragil
4,856,5.6,Sin descripcion
3,2820,9.5,Fragil
2,3040,4.5,Sin descripcion
1,680,3.1,Sin descripcion
